kommune_no,kommune_name,week,share,amount,total
3021,Ås,13,0.0205303438943079,223,10862
3021,Ås,14,0.00837785333803598,91,10862
3021,Ås,I alt,0.0834102760907758,906,10862
3022,Frogn,11,0.00777436272698406,64,8232
3022,Frogn,12,0.0679041994435014,559,8232
3022,Frogn,13,0.0267243718740077,220,8232
3022,Frogn,14,0.010446799914384798,86,8232
3022,Frogn,I alt,0.112849733958878,929,8232
3023,Nesodden,11,0.006843973153244281,70,10228
3023,Nesodden,12,0.047712269982617295,488,10228
3023,Nesodden,13,0.0197497510993621,202,10228
3023,Nesodden,14,0.010168188684820102,104,10228
3023,Nesodden,I alt,0.0844741829200437,864,10228
3024,Bærum,11,0.00613923809934088,411,66946
3024,Bærum,12,0.0583750425601561,3908,66946
3024,Bærum,13,0.024601764354293,1647,66946
3024,Bærum,14,0.010949054809773399,733,66946
3024,Bærum,I alt,0.100065099823563,6699,66946
3025,Asker,11,0.00621047958769094,305,49111
3025,Asker,12,0.0617382757700949,3032,49111
3025,Asker,13,0.025086265088640102,1232,49111
3025,Asker,14,0.012095163524880099,594,49111
3025,Asker,I alt,0.105130183971306,5163,49111
3026,Aurskog-Høland,11,0.00523626122036081,47,8976
3026,Aurskog-Høland,12,0.0544793986543923,489,8976
3026,Aurskog-Høland,13,0.0215020939474391,193,8976
3026,Aurskog-Høland,14,0.00980406356152663,88,8976
3026,Aurskog-Høland,I alt,0.09102181738371881,817,8976
3027,Rælingen,11,0.010520556114592301,105,9980
3027,Rælingen,12,0.0798560306983816,797,9980
3027,Rælingen,13,0.031661864116296796,316,9980
3027,Rælingen,14,0.013326037745150201,133,9980
3027,Rælingen,I alt,0.135364488674421,1351,9980
3028,Enebakk,11,0.00665235216938321,39,5863
3028,Enebakk,12,0.0637943515730595,374,5863
3028,Enebakk,13,0.026097689279888,153,5863
3028,Enebakk,14,0.0107461073505421,63,5863
3028,Enebakk,I alt,0.107290500372873,629,5863
3029,Lørenskog,11,0.00836419353089375,182,21759
3029,Lørenskog,12,0.07045224551022039,1533,21759
3029,Lørenskog,13,0.028539363641126497,621,21759
3029,Lørenskog,14,0.012730118725590999,277,21759
3029,Lørenskog,I alt,0.120085921407832,2613,21759
3030,Lillestrøm,11,0.00849227760311898,396,46631
3030,Lillestrøm,12,0.0756370280459612,3527,46631
3030,Lillestrøm,13,0.029594300738141902,1380,46631
3030,Lillestrøm,14,0.013274545041239,619,46631
3030,Lillestrøm,I alt,0.126998151428461,5922,46631
3031,Nittedal,11,0.006563565267596941,86,13103
3031,Nittedal,12,0.055790304774574,731,13103
3031,Nittedal,13,0.0247278505430396,324,13103
3031,Nittedal,14,0.011600720007845799,152,13103
3031,Nittedal,I alt,0.0986824405930563,1293,13103
3032,Gjerdrum,11,0.00739345568270246,28,3787
3032,Gjerdrum,12,0.0678613610876618,257,3787
3032,Gjerdrum,13,0.0319502906288213,121,3787
3032,Gjerdrum,14,0.0150509633540729,57,3787
3032,Gjerdrum,I alt,0.122256070753258,463,3787
3033,Ullensaker,11,0.011814711323137701,246,20821
3033,Ullensaker,12,0.107148865698863,2231,20821
3033,Ullensaker,13,0.0403429167131531,840,20821
3033,Ullensaker,14,0.0200754037929738,418,20821
3033,Ullensaker,I alt,0.179381897528127,3735,20821
3034,Nes,11,0.00602353031883751,70,11621
3034,Nes,12,0.0719381620935451,836,11621
3034,Nes,13,0.027708239466652497,322,11621
3034,Nes,14,0.0143704223320838,167,11621
3034,Nes,I alt,0.12004035421111899,1395,11621
3035,Eidsvoll,11,0.00909344122179171,119,13086
3035,Eidsvoll,12,0.08046549249198881,1053,13086
3035,Eidsvoll,13,0.031788836540044996,416,13086
3035,Eidsvoll,14,0.0136019540964615,178,13086
3035,Eidsvoll,I alt,0.134949724350287,1766,13086
3036,Nannestad,11,0.0115712816218521,87,7519
3036,Nannestad,12,0.100284440722718,754,7519
3036,Nannestad,13,0.0381719290284087,287,7519
3036,Nannestad,14,0.016093391680966698,121,7519
3036,Nannestad,I alt,0.16612104305394598,1249,7519
3037,Hurdal,11,0.00708182195449788,10,1412
3037,Hurdal,12,0.0715264017404286,101,1412
3037,Hurdal,13,0.0318681987952405,45,1412
3037,Hurdal,14,0.00779000414994766,11,1412
3037,Hurdal,I alt,0.118266426640115,167,1412
3038,Hole,11,0.00660064917384625,24,3636
3038,Hole,12,0.06875676222756509,250,3636
3038,Hole,13,0.0291528671844876,106,3636
3038,Hole,14,0.010176000809679599,37,3636
3038,Hole,I alt,0.114686279395579,417,3636
3039,Flå,11,,,550
3039,Flå,12,0.0782246283875357,43,550
3039,Flå,13,0.0200109514479743,11,550
3039,Flå,14,0.00909588702180648,5,550
3039,Flå,I alt,0.109150644261678,60,550
3040,Nesbyen,11,0.00569468947427766,10,1756
3040,Nesbyen,12,0.08542034211416491,150,1756
3040,Nesbyen,13,0.0256261026342495,45,1756
3040,Nesbyen,14,0.0130977857908386,23,1756
3040,Nesbyen,I alt,0.129838920013531,228,1756
3041,Gol,11,0.025199637125225396,63,2500
3041,Gol,12,0.109598421782726,274,2500
3041,Gol,13,0.0403994182483772,101,2500
3041,Gol,14,0.00919986752190769,23,2500
3041,Gol,I alt,0.184397344678237,461,2500
3042,Hemsedal,11,0.025046138565257,35,1397
3042,Hemsedal,12,0.144551999719483,202,1397
3042,Hemsedal,13,0.0400738217044112,56,1397
3042,Hemsedal,14,0.020752514811212902,29,1397
3042,Hemsedal,I alt,0.23042447480036402,322,1397
3043,Ål,11,0.0076483713598281,19,2484
3043,Ål,12,0.0636022460448863,158,2484
3043,Ål,13,0.0253603892457458,63,2484
3043,Ål,14,0.00684327963774093,17,2484
3043,Ål,I alt,0.103454286288201,257,2484
3044,Hol,11,0.039500411562369,99,2506
3044,Hol,12,0.1352589850469,339,2506
3044,Hol,13,0.040298399674740006,101,2506
3044,Hol,14,0.0215456790340194,54,2506
3044,Hol,I alt,0.236603475318028,593,2506
3045,Sigdal,11,0.0041734811789041,8,1917
3045,Sigdal,12,0.04956008899948609,95,1917
3045,Sigdal,13,0.010433702947260199,20,1917
3045,Sigdal,14,0.00678190691571916,13,1917
3045,Sigdal,I alt,0.0709491800413696,136,1917
3046,Krødsherad,11,0.011838712759849199,14,1183
3046,Krødsherad,12,0.0828709893189442,98,1183
3046,Krødsherad,13,0.0202949361597414,24,1183
3046,Krødsherad,14,0.007610601059903041,9,1183
3046,Krødsherad,I alt,0.12261523929843801,145,1183
3047,Modum,11,0.00647938976543764,46,7099
3047,Modum,12,0.0562016634002091,399,7099
3047,Modum,13,0.022818720478280402,162,7099
3047,Modum,14,0.010282509845151,73,7099
3047,Modum,I alt,0.09578228348907811,680,7099
3048,Øvre,11,0.00388440102237435,39,10040
3048,Øvre,12,0.0622500163842043,625,10040
3048,Øvre,13,0.024302406396393403,244,10040
3048,Øvre,14,0.009362402464184329,94,10040
3048,Øvre,I alt,0.0997992262671564,1002,10040
3049,Lier,11,0.00568789226904527,80,14065
3049,Lier,12,0.0608604472787844,856,14065
3049,Lier,13,0.026946389624602,379,14065
3049,Lier,14,0.012442264338536499,175,14065
3049,Lier,I alt,0.10593699351096801,1490,14065
3050,Flesberg,11,0.003495005287943,5,1431
3050,Flesberg,12,0.057318086722265196,82,1431
3050,Flesberg,13,0.0167760253821264,24,1431
3050,Flesberg,14,0.005592008460708801,8,1431
3050,Flesberg,I alt,0.0831811258530434,119,1431
3051,Rollag,11,0.011767674720550401,9,765
3051,Rollag,12,0.030072946508073302,23,765
3051,Rollag,13,0.030072946508073302,23,765
3051,Rollag,14,0.0104601553071559,8,765
3051,Rollag,I alt,0.08237372304385289,63,765
3052,Nore,11,,,1404
3052,Nore,12,0.044860803335934805,63,1404
3052,Nore,13,0.0128173723816957,18,1404
3052,Nore,14,0.0078328386777029,11,1404
3052,Nore,I alt,0.0669351668821884,94,1404
3053,Jevnaker,11,0.00877831111523912,31,3531
3053,Jevnaker,12,0.0639967197433562,226,3531
3053,Jevnaker,13,0.023220048756439,82,3531
3053,Jevnaker,14,0.00679611183115287,24,3531
3053,Jevnaker,I alt,0.10279119144618701,363,3531
3054,Lunner,11,0.00479701633926335,23,4795
3054,Lunner,12,0.05777276199895429,277,4795
3054,Lunner,13,0.0241936476241108,116,4795
3054,Lunner,14,0.00834263711176235,40,4795
3054,Lunner,I alt,0.09510606307409081,456,4795
3401,Kongsvinger,11,0.0055989235460904,46,8216
3401,Kongsvinger,12,0.0492948703514481,405,8216
3401,Kongsvinger,13,0.023856282935515602,196,8216
3401,Kongsvinger,14,0.00681608083871875,56,8216
3401,Kongsvinger,I alt,0.08556615767177289,703,8216
3403,Hamar,11,0.0069267806242821394,109,15736
3403,Hamar,12,0.0627223162951053,987,15736
3403,Hamar,13,0.024211957961940297,381,15736
3403,Hamar,14,0.00819774954616877,129,15736
3403,Hamar,I alt,0.102058804427497,1606,15736
3405,Lillehammer,11,0.00969983947100153,145,14949
3405,Lillehammer,12,0.0775318203233846,1159,14949
3405,Lillehammer,13,0.0287650411898666,430,14949
3405,Lillehammer,14,0.00943225769249114,141,14949
3405,Lillehammer,I alt,0.125428958676744,1875,14949
3407,Gjøvik,11,0.00599462384277454,94,15681
3407,Gjøvik,12,0.061731871061763303,968,15681
3407,Gjøvik,13,0.028315031767998898,444,15681
3407,Gjøvik,14,0.010522478021891499,165,15681
3407,Gjøvik,I alt,0.106564004694428,1671,15681
3411,Ringsaker,11,0.0057143285123078605,103,18025
3411,Ringsaker,12,0.0616925563658868,1112,18025
3411,Ringsaker,13,0.0213039043565652,384,18025
3411,Ringsaker,14,0.00948689490878295,171,18025
3411,Ringsaker,I alt,0.09819768414354281,1770,18025
3412,Løten,11,0.00646713737079306,25,3866
3412,Løten,12,0.057686865347474095,223,3866
3412,Løten,13,0.0230230090400233,89,3866
3412,Løten,14,0.00957136330877373,37,3866
3412,Løten,I alt,0.09674837506706419,374,3866
3413,Stange,11,0.00567019642694462,60,10582
3413,Stange,12,0.0570799773645759,604,10582
3413,Stange,13,0.0206962169583479,219,10582
3413,Stange,14,0.0072767520812456,77,10582
3413,Stange,I alt,0.09072314283111399,960,10582
3414,Nord-Odal,11,,,2382
3414,Nord-Odal,12,0.0398805263389887,95,2382
3414,Nord-Odal,13,0.020569955690636302,49,2382
3414,Nord-Odal,14,0.00839590028189235,20,2382
3414,Nord-Odal,I alt,0.0701057673538011,167,2382
3415,Sør-Odal,11,0.006255839826478021,25,3996
3415,Sør-Odal,12,0.0583044271827751,233,3996
3415,Sør-Odal,13,0.0202689210377888,81,3996
3415,Sør-Odal,14,0.00950887653624659,38,3996
3415,Sør-Odal,I alt,0.09433806458328849,377,3996
3416,Eidskog,11,0.00457272300378657,13,2843
3416,Eidskog,12,0.0629628782829073,179,2843
3416,Eidskog,13,0.025325850482510202,72,2843
3416,Eidskog,14,0.00386922715705017,11,2843
3416,Eidskog,I alt,0.0967306789262543,275,2843
3417,Grue,11,0.005553768579091451,12,2161
3417,Grue,12,0.0495211031635654,107,2161
3417,Grue,13,0.0194381900268201,42,2161
3417,Grue,14,0.007405024772121929,16,2161
3417,Grue,I alt,0.0819180865415989,177,2161
3418,Åsnes,11,0.00473304445985313,16,3380
3418,Åsnes,12,0.0499927821071987,169,3380
3418,Åsnes,13,0.0159740250520043,54,3380
3418,Åsnes,14,0.00502885973859395,17,3380
3418,Åsnes,I alt,0.0757287113576501,256,3380
3419,Våler,11,0.00283090922576331,5,1766
3419,Våler,12,0.0509563660637396,90,1766
3419,Våler,13,0.015286909819121902,27,1766
3419,Våler,14,0.00396327291606864,7,1766
3419,Våler,I alt,0.0730374580246935,129,1766
3420,Elverum,11,0.00827066891854425,88,10640
3420,Elverum,12,0.0551691210816531,587,10640
3420,Elverum,13,0.0187029899407989,199,10640
3420,Elverum,14,0.0101503664000316,108,10640
3420,Elverum,I alt,0.0922931463410279,982,10640
3421,Trysil,11,0.0232172369655071,76,3273
3421,Trysil,12,0.15457791979666602,506,3273
3421,Trysil,13,0.029938016087101296,98,3273
3421,Trysil,14,0.015274498003623101,50,3273
3421,Trysil,I alt,0.223007670852897,730,3273
3422,Åmot,11,0.0068919222536034394,15,2176
3422,Åmot,12,0.048702917258797704,106,2176
3422,Åmot,13,0.0114865370893391,25,2176
3422,Åmot,14,0.0073513837371769995,16,2176
3422,Åmot,I alt,0.0744327603389172,162,2176
3423,Stor-Elvdal,11,,,1108
3423,Stor-Elvdal,12,0.027971396990819103,31,1108
3423,Stor-Elvdal,13,0.00992533441609709,11,1108
3423,Stor-Elvdal,14,0.00541381877241659,6,1108
3423,Stor-Elvdal,I alt,0.046017459565541,51,1108
3424,Rendalen,11,0.00491625769547962,4,814
3424,Rendalen,12,0.039330061563837,32,814
3424,Rendalen,13,0.0147487730864389,12,814
3424,Rendalen,14,,,814
3424,Rendalen,I alt,0.061453221193495305,50,814
3425,Engerdal,11,0.00800411091136408,5,625
3425,Engerdal,12,0.0208106883695466,13,625
3425,Engerdal,13,0.0112057552759097,7,625
3425,Engerdal,14,0.00640328872909126,4,625
3425,Engerdal,I alt,0.0464238432859117,29,625
3426,Tolga,11,0.00490628986360514,4,815
3426,Tolga,12,0.0282111667157296,23,815
3426,Tolga,13,0.008586007261309,7,815
3426,Tolga,14,,,815
3426,Tolga,I alt,0.04538318123834759,37,815
3427,Tynset,11,0.005331366059257469,16,3001
3427,Tynset,12,0.0603110785453501,181,3001
3427,Tynset,13,0.0173269396925868,52,3001
3427,Tynset,14,0.00466494530185028,14,3001
3427,Tynset,I alt,0.0876343295990446,263,3001
3428,Alvdal,11,,,1324
3428,Alvdal,12,0.0385144886219894,51,1324
3428,Alvdal,13,0.0211452094395236,28,1324
3428,Alvdal,14,,,1324
3428,Alvdal,I alt,0.06343562831857069,84,1324
3429,Folldal,11,,,793
3429,Folldal,12,0.0100946244862783,8,793
3429,Folldal,13,0.00757096836470869,6,793
3429,Folldal,14,,,793
3429,Folldal,I alt,0.0189274209117717,15,793
3430,Os,11,0.00668112972176913,7,1048
3430,Os,12,0.0467679080523839,49,1048
3430,Os,13,0.0171800478559778,18,1048
3430,Os,14,0.00477223551554937,5,1048
3430,Os,I alt,0.0754013211456801,79,1048
3431,Dovre,11,0.010690058550977799,14,1310
3431,Dovre,12,0.08781119524017511,115,1310
3431,Dovre,13,0.026725146377444598,35,1310
3431,Dovre,14,0.0129807853833302,17,1310
3431,Dovre,I alt,0.13820718555192799,181,1310
3432,Lesja,11,0.00568980869914852,6,1055
3432,Lesja,12,0.0559497855416271,59,1055
3432,Lesja,13,0.0180177275473036,19,1055
3432,Lesja,14,0.009483014498580869,10,1055
3432,Lesja,I alt,0.08914033628666021,94,1055
3433,Skjåk,11,,,1130
3433,Skjåk,12,0.0522267632950308,59,1130
3433,Skjåk,13,0.013277990668228198,15,1130
3433,Skjåk,14,0.007081595023055019,8,1130
3433,Skjåk,I alt,0.0734715483641958,83,1130
3434,Lom,11,0.0121624711546726,15,1233
3434,Lom,12,0.0778398153899045,96,1233
3434,Lom,13,0.0178382910268531,22,1233
3434,Lom,14,0.00729748269280355,9,1233
3434,Lom,I alt,0.115138060264234,142,1233
3435,Vågå,11,0.0126734078635327,24,1894
3435,Vågå,12,0.0654792739615859,124,1894
3435,Vågå,13,0.0158417598294159,30,1894
3435,Vågå,14,0.007920879914707961,15,1894
3435,Vågå,I alt,0.101915321569242,193,1894
3436,Nord-Fron,11,0.0030583284400078296,9,2943
3436,Nord-Fron,12,0.0570887975468128,168,2943
3436,Nord-Fron,13,0.0214082990800548,63,2943
3436,Nord-Fron,14,0.00679628542223962,20,2943
3436,Nord-Fron,I alt,0.08835171048911511,260,2943
3437,Sel,11,0.00731870776713545,21,2869
3437,Sel,12,0.0721415479903351,207,2869
3437,Sel,13,0.0181225144710021,52,2869
3437,Sel,14,0.00731870776713545,21,2869
3437,Sel,I alt,0.104901477995608,301,2869
3438,Sør-Fron,11,0.00864145788801535,14,1620
3438,Sør-Fron,12,0.0740696390401316,120,1620
3438,Sør-Fron,13,0.0166656687840296,27,1620
3438,Sør-Fron,14,0.00987595187201754,16,1620
3438,Sør-Fron,I alt,0.10925271758419401,177,1620
3439,Ringebu,11,0.020060985395602603,46,2293
3439,Ringebu,12,0.0732662075317661,168,2293
3439,Ringebu,13,0.026166502689916504,60,2293
3439,Ringebu,14,0.011338817832297099,26,2293
3439,Ringebu,I alt,0.130832513449582,300,2293
3440,Øyer,11,0.0110247465135158,30,2721
3440,Øyer,12,0.0885654636585768,241,2721
3440,Øyer,13,0.030869290237844196,84,2721
3440,Øyer,14,0.0117597296144168,32,2721
3440,Øyer,I alt,0.142219230024354,387,2721
3441,Gausdal,11,0.00696987016041005,23,3300
3441,Gausdal,12,0.063334907109813,209,3300
3441,Gausdal,13,0.026061253643272303,86,3300
3441,Gausdal,14,0.00818202149265527,27,3300
3441,Gausdal,I alt,0.104548052406151,345,3300
3442,Østre,11,0.0040568434434016,31,7641
3442,Østre,12,0.04698086439294111,359,7641
3442,Østre,13,0.0240793288253514,184,7641
3442,Østre,14,0.0107310052373849,82,7641
3442,Østre,I alt,0.0858480418990791,656,7641
3443,Vestre,11,0.00495104580649333,34,6867
3443,Vestre,12,0.0601406446494631,413,6867
3443,Vestre,13,0.048491125104772895,333,6867
3443,Vestre,14,0.0145618994308627,100,6867
3443,Vestre,I alt,0.128144714991592,880,6867
3446,Gran,11,0.007744235993832151,54,6973
3446,Gran,12,0.0539228284014979,376,6973
3446,Gran,13,0.0206512959835524,144,6973
3446,Gran,14,0.007744235993832151,54,6973
3446,Gran,I alt,0.0900625963727146,628,6973
3447,Søndre,11,,,2732
3447,Søndre,12,0.047948675152484105,131,2732
3447,Søndre,13,0.0186670414715778,51,2732
3447,Søndre,14,0.0109806126303399,30,2732
3447,Søndre,I alt,0.0783283700964244,214,2732
3448,Nordre,11,0.00268325114634452,9,3354
3448,Nordre,12,0.0477022426016803,160,3354
3448,Nordre,13,0.0158013678618066,53,3354
3448,Nordre,14,0.007155336390252049,24,3354
3448,Nordre,I alt,0.0733421980000835,246,3354
3449,Sør-Aurdal,11,,,1495
3449,Sør-Aurdal,12,0.044815543903514096,67,1495
3449,Sør-Aurdal,13,0.0167222178744456,25,1495
3449,Sør-Aurdal,14,0.00735777586475605,11,1495
3449,Sør-Aurdal,I alt,0.0702333150726714,105,1495
3450,Etnedal,11,,,672
3450,Etnedal,12,0.043127037380731405,29,672
3450,Etnedal,13,0.014871392200252201,10,672
3450,Etnedal,14,,,672
3450,Etnedal,I alt,0.0639469864610845,43,672
3451,Nord-Aurdal,11,0.007742728072809169,27,3487
3451,Nord-Aurdal,12,0.08144202861769649,284,3487
3451,Nord-Aurdal,13,0.030397376878436,106,3487
3451,Nord-Aurdal,14,0.0103236374304122,36,3487
3451,Nord-Aurdal,I alt,0.129905770999354,453,3487
3452,Vestre,11,,,1149
3452,Vestre,12,0.0505005650839093,58,1149
3452,Vestre,13,0.0182846873579672,21,1149
3452,Vestre,14,0.00696559518398749,8,1149
3452,Vestre,I alt,0.0774922464218608,89,1149
3453,Øystre,11,0.0147303044917608,27,1833
3453,Øystre,12,0.09220079478176241,169,1833
3453,Øystre,13,0.022368240154155398,41,1833
3453,Øystre,14,0.011456903493591799,21,1833
3453,Øystre,I alt,0.14075624292126998,258,1833
3454,Vang,11,,,879
3454,Vang,12,0.0739581010290416,65,879
3454,Vang,13,0.0273076065338,24,879
3454,Vang,14,0.00910253551126666,8,879
3454,Vang,I alt,0.112643876951925,99,879
3801,Horten,11,0.0067309749560085395,89,13222
3801,Horten,12,0.050822642364469,672,13222
3801,Horten,13,0.023974371472524802,317,13222
3801,Horten,14,0.009529245443337931,126,13222
3801,Horten,I alt,0.09105723423634031,1204,13222
3802,Holmestrand,11,0.00495518752187875,62,12512
3802,Holmestrand,12,0.0550665193963623,689,12512
3802,Holmestrand,13,0.0199006724669001,249,12512
3802,Holmestrand,14,0.0108694435963792,136,12512
3802,Holmestrand,I alt,0.09079182298152039,1136,12512
3803,Tønsberg,11,0.00562305270043549,166,29521
3803,Tønsberg,12,0.0668330299877062,1973,29521
3803,Tønsberg,13,0.0243552704314043,719,29521
3803,Tønsberg,14,0.010162143434522,300,29521
3803,Tønsberg,I alt,0.106973496554068,3158,29521
3804,Sandefjord,11,0.0070738079856377005,223,31525
3804,Sandefjord,12,0.077431234497496,2441,31525
3804,Sandefjord,13,0.027311877469210998,861,31525
3804,Sandefjord,14,0.00973838139726804,307,31525
3804,Sandefjord,I alt,0.121555301349613,3832,31525
3805,Larvik,11,0.00539712385528744,124,22975
3805,Larvik,12,0.0659406664577457,1515,22975
3805,Larvik,13,0.028073749085971,645,22975
3805,Larvik,14,0.00905324001532087,208,22975
3805,Larvik,I alt,0.108464779414325,2492,22975
3806,Porsgrunn,11,0.00635363212904695,114,17942
3806,Porsgrunn,12,0.0569597547007542,1022,17942
3806,Porsgrunn,13,0.0217361099151606,390,17942
3806,Porsgrunn,14,0.00869444396606425,156,17942
3806,Porsgrunn,I alt,0.093743940711026,1682,17942
3807,Skien,11,0.00611763840470974,165,26971
3807,Skien,12,0.060286545733685,1626,26971
3807,Skien,13,0.0212819663291114,574,26971
3807,Skien,14,0.00863884695937799,233,26971
3807,Skien,I alt,0.0963249974268842,2598,26971
3808,Notodden,11,0.00399311453949573,24,6010
3808,Notodden,12,0.058898439457562006,354,6010
3808,Notodden,13,0.0174698761102938,105,6010
3808,Notodden,14,0.00698795044411753,42,6010
3808,Notodden,I alt,0.08734938055146911,525,6010
3811,Færder,11,0.00569315422054679,74,12998
3811,Færder,12,0.0657020770857698,854,12998
3811,Færder,13,0.0226956823656933,295,12998
3811,Færder,14,0.00961681456173445,125,12998
3811,Færder,I alt,0.10370772823374401,1348,12998
3812,Siljan,11,,,1195
3812,Siljan,12,0.04017967009142551,48,1195
3812,Siljan,13,0.020089835045712698,24,1195
3812,Siljan,14,0.00920784106261834,11,1195
3812,Siljan,I alt,0.0703144226599946,84,1195
3813,Bamble,11,0.00696221865021726,48,6894
3813,Bamble,12,0.0555527029798586,383,6894
3813,Bamble,13,0.020306471063133703,140,6894
3813,Bamble,14,0.009718096865928269,67,6894
3813,Bamble,I alt,0.0925394895591378,638,6894
3814,Kragerø,11,0.0047304487468218595,23,4862
3814,Kragerø,12,0.0594391168622399,289,4862
3814,Kragerø,13,0.018716123302643,91,4862
3814,Kragerø,14,0.006170150539332861,30,4862
3814,Kragerø,I alt,0.08905583945103761,433,4862
3815,Drangedal,11,0.00459063520619348,9,1961
3815,Drangedal,12,0.0382552933849457,75,1961
3815,Drangedal,13,0.0204028231386377,40,1961
3815,Drangedal,14,0.012241693883182601,24,1961
3815,Drangedal,I alt,0.07549044561295949,148,1961
3816,Nome,11,0.0055968617774140505,18,3216
3816,Nome,12,0.0463295780463719,149,3216
3816,Nome,13,0.0139921544435351,45,3216
3816,Nome,14,0.0074624823698854,24,3216
3816,Nome,I alt,0.0733810766372064,236,3216
3817,Midt-Telemark,11,0.005900076681964361,31,5254
3817,Midt-Telemark,12,0.058049141548358996,305,5254
3817,Midt-Telemark,13,0.016938929828865402,89,5254
3817,Midt-Telemark,14,0.00704202700750585,37,5254
3817,Midt-Telemark,I alt,0.0879301750666947,462,5254
3818,Tinn,11,0.0128544139520456,38,2956
3818,Tinn,12,0.0564917665787267,167,2956
3818,Tinn,13,0.0131926880034152,39,2956
3818,Tinn,14,0.00744202913013166,22,2956
3818,Tinn,I alt,0.08998089766431921,266,2956
3819,Hjartdal,11,,,775
3819,Hjartdal,12,0.052929178177687095,41,775
3819,Hjartdal,13,0.011618600087785001,9,775
3819,Hjartdal,14,0.00645477782654721,5,775
3819,Hjartdal,I alt,0.0735844672226382,57,775
3820,Seljord,11,0.0055150011478096094,8,1451
3820,Seljord,12,0.0710056397780488,103,1451
3820,Seljord,13,0.013787502869524,20,1451
3820,Seljord,14,0.0110300022956192,16,1451
3820,Seljord,I alt,0.101338146091002,147,1451
3821,Kviteseid,11,0.00796931494971761,10,1255
3821,Kviteseid,12,0.07730235501226079,97,1255
3821,Kviteseid,13,0.029486465313955098,37,1255
3821,Kviteseid,14,0.00796931494971761,10,1255
3821,Kviteseid,I alt,0.122727450225651,154,1255
3822,Nissedal,11,,,775
3822,Nissedal,12,0.0438633270333555,34,775
3822,Nissedal,13,0.00774058712353332,6,775
3822,Nissedal,14,0.009030684977455539,7,775
3822,Nissedal,I alt,0.064504892696111,50,775
3823,Fyresdal,11,,,649
3823,Fyresdal,12,0.044701279843884605,29,649
3823,Fyresdal,13,0.0123313875431406,8,649
3823,Fyresdal,14,,,649
3823,Fyresdal,I alt,0.060115514272810394,39,649
3824,Tokke,11,,,1163
3824,Tokke,12,0.0395606021123641,46,1163
3824,Tokke,13,0.0120401832515891,14,1163
3824,Tokke,14,0.0129001963409883,15,1163
3824,Tokke,I alt,0.0670810209731392,78,1163
3825,Vinje,11,0.0117212796902457,24,2048
3825,Vinje,12,0.0796070245629184,163,2048
3825,Vinje,13,0.0288148125718539,59,2048
3825,Vinje,14,0.0063490264988830605,13,2048
3825,Vinje,I alt,0.126492143323901,259,2048
4201,Risør,11,0.00347151980928101,11,3169
4201,Risør,12,0.057122280498169406,181,3169
4201,Risør,13,0.0186199698861436,59,3169
4201,Risør,14,0.00946778129803913,30,3169
4201,Risør,I alt,0.0886815514916332,281,3169
4202,Grimstad,11,0.00476044818840711,55,11554
4202,Grimstad,12,0.055048091778671406,636,11554
4202,Grimstad,13,0.019993882391309902,231,11554
4202,Grimstad,14,0.00770327070487697,89,11554
4202,Grimstad,I alt,0.0875056930632653,1011,11554
4203,Arendal,11,0.00593471502605316,126,21231
4203,Arendal,12,0.065847076241447,1398,21231
4203,Arendal,13,0.0204417962008498,434,21231
4203,Arendal,14,0.00885497162617456,188,21231
4203,Arendal,I alt,0.101078559094525,2146,21231
4204,Kristiansand,11,0.007291548446420611,409,56092
4204,Kristiansand,12,0.0700095617337256,3927,56092
4204,Kristiansand,13,0.0239604917163553,1344,56092
4204,Kristiansand,14,0.0107679590749097,604,56092
4204,Kristiansand,I alt,0.11202956097141101,6284,56092
4205,Lindesnes,11,0.006134726902708099,68,11084
4205,Lindesnes,12,0.0551223255522743,611,11084
4205,Lindesnes,13,0.024268257894536502,269,11084
4205,Lindesnes,14,0.0127205366659095,141,11084
4205,Lindesnes,I alt,0.09824584701542831,1089,11084
4206,Farsund,11,0.0050854880715808905,25,4916
4206,Farsund,12,0.0728241891850383,358,4916
4206,Farsund,13,0.0339710603181603,167,4916
4206,Farsund,14,0.0077299418688029494,38,4916
4206,Farsund,I alt,0.119610679443583,588,4916
4207,Flekkefjord,11,0.00582072958815652,26,4467
4207,Flekkefjord,12,0.0505955725739759,226,4467
4207,Flekkefjord,13,0.0201486793436187,90,4467
4207,Flekkefjord,14,0.0067162264478729,30,4467
4207,Flekkefjord,I alt,0.083281207953624,372,4467
4211,Gjerstad,11,,,1161
4211,Gjerstad,12,0.050822550051597803,59,1161
4211,Gjerstad,13,0.0310103695230088,36,1161
4211,Gjerstad,14,0.0103367898410029,12,1161
4211,Gjerstad,I alt,0.09303110856902651,108,1161
4212,Vegårshei,11,0.0038477817538189203,4,1040
4212,Vegårshei,12,0.0471353264842818,49,1040
4212,Vegårshei,13,0.0230866905229135,24,1040
4212,Vegårshei,14,0.00961945438454731,10,1040
4212,Vegårshei,I alt,0.0836892531455616,87,1040
4213,Tvedestrand,11,0.00636920137291674,18,2826
4213,Tvedestrand,12,0.0505997664626163,143,2826
4213,Tvedestrand,13,0.018399915077315,52,2826
4213,Tvedestrand,14,0.007784579455787129,22,2826
4213,Tvedestrand,I alt,0.0831534623686352,235,2826
4214,Froland,11,0.0044539309366616806,13,2919
4214,Froland,12,0.058586322320703606,171,2919
4214,Froland,13,0.0208992143951048,61,2919
